19.	19.	ta
janúar	janúar	nkeþ
2001	2001	ta
til	til	af
1.	1.	ta
maí	maí	nkee
2001	2001	ta
en	en	c
af	af	af
4.680.078	4.680.078	ta
krónum	króna	nvfþ
frá	frá	af
þeim	sá	fakeþ
degi	dagur	nkeþ
til	til	af
16.	16.	ta
janúar	janúar	nkee
2007	2007	ta
en	en	c
með	með	af
dráttarvöxtum	dráttarvextir	nkfþ
skv.	skv.	ks
9.	9.	ta
gr.	gr.	ks
laga	lag	nhfe
nr.	nr.	ks
38/2001	38/2001	ta
um	um	af
vexti	vöxtur	nkfo
og	og	c
verðtryggingu	verðtrygging	nveo
frá	frá	af
þeim	sá	fakeþ
degi	dagur	nkeþ
til	til	af
greiðsludags	greiðsludagur	nkee
.	.	pl

Til	til	aa
enn	enn	aa
frekari	frekur	lkeevm
þrautavara	þrautavari	nkee
er	vera	sfg3en
þess	það	fphee
krafist	krefja	sþmhen
að	að	c
stefndi	stefndur	lkenvf
greiði	greiða	svg3en
stefnanda	stefnandi	nkeþ
2.061.666	2.061.666	ta
krónur	króna	nvfo
ásamt	ásamt	af
4,5%	4,5%	tp
ársvöxtum	ársvextir	nkfþ
af	af	af
1.309.206	1.309.206	ta
krónum	króna	nvfþ
frá	frá	af
19.	19.	ta
janúar	janúar	nkeþ
2001	2001	ta
til	til	af
1.	1.	ta
maí	maí	nkee
2001	2001	ta
en	en	c
af	af	af
2.061.666	2.061.666	ta
krónum	króna	nvfþ
frá	frá	af
þeim	sá	fakeþ
degi	dagur	nkeþ
til	til	af
16.	16.	ta
janúar	janúar	nkee
2007	2007	ta
en	en	c
með	með	af
dráttarvöxtum	dráttarvextir	nkfþ
skv.	skv.	ks
9.	9.	ta
gr.	gr.	ks
laga	lag	nhfe
nr.	nr.	ks
38/2001	38/2001	ta
um	um	af
vexti	vöxtur	nkfo
og	og	c
verðtryggingu	verðtrygging	nveo
frá	frá	af
þeim	sá	fakeþ
degi	dagur	nkeþ
til	til	af
greiðsludags	greiðsludagur	nkee
.	.	pl

Í	í	af
öllum	allur	fohfþ
tilvikum	tilvik	nhfþ
er	vera	sfg3en
krafist	krefja	sþmhen
málskostnaðar	málskostnaður	nkee
eins	eins	aa
og	og	c
að	að	c
málið	mál	nheng
væri	vera	svg3eþ
ekki	ekki	aa
gjafsóknarmál	gjafsóknarmál	nhen
.	.	pl

Af	af	af
hálfu	hálfa	nveþ
stefnda	stefndur	lkeevf
er	vera	sfg3en
þess	það	fphee
aðallega	aðallega	aa
krafist	krefja	sþmhen
að	að	c
hann	hann	fpken
verði	verða	svg3en
sýknaður	sýkna	sþgken
af	af	af
öllum	allur	fovfþ
dómkröfum	dómkrafa	nvfþ
stefnanda	stefnandi	nkee
.	.	pl

Til	til	af
vara	vari	nkee
er	vera	sfg3en
þess	það	fphee
krafist	krefja	sþmhen
að	að	c
dómkröfur	dómkrafa	nvfn
stefnanda	stefnandi	nkee
verði	verða	svg3fn
stórlega	stórlega	aa
lækkaðar	lækka	sþgvfn
.	.	pl

Í	í	af
báðum	báðir	fohfþ
tilvikum	tilvik	nhfþ
er	vera	sfg3en
gerð	gera	sþgven
krafa	krafa	nven
um	um	af
málskostnað	málskostnaður	nkeo
.	.	pl

Málavextir	málavextir	nkfn

Stefnandi	stefnandi	nken
var	vera	sfg3eþ
nemandi	nemandi	nken
í	í	af
Listaháskóla	Listaháskóli	nkeþ-s
Íslands	Ísland	nhee-s
á	á	af
hönnunarsviði	hönnunarsvið	nheþ
veturinn	vetur	nkeog
2000	2000	ta
til	til	af
2001	2001	ta
.	.	pl

Vikuna	vika	nveog
15.	15.	ta
til	til	af
19.	19.	ta
janúar	janúar	nkee
2001	2001	ta
var	vera	sfg3eþ
hún	hún	fpven
að	að	cn
vinna	vinna	sng
við	við	af
að	að	cn
móta	móta	sng
,	,	pk
smíða	smíða	sng
og	og	c
steypa	steypa	sng
grip	gripur	nheo
úr	úr	af
plasti	plast	nheþ
undir	undir	af
handleiðslu	handleiðsla	nveþ
kennara	kennari	nkee
.	.	pl

Smíði	smíði	nven
þessi	þessi	faven
var	vera	sfg3eþ
hluti	hluti	nken
af	af	af
náminu	nám	nheþg
.	.	pl

Skólinn	skóli	nkeng
lét	láta	sfg3eþ
henni	hún	fpveþ
í	í	af
té	té	nheo
öll	allur	fohfo
efni	efni	nhfo
og	og	c
tæki	tæki	nhfo
til	til	af
smíðinnar	smíði	nveeg
.	.	pl

Við	við	af
smíðina	smíði	nveog
var	vera	sfg3eþ
notað	nota	sþghen
tveggja	tveir	tfkfe
þátta	þáttur	nkfe
efni	efni	nhen
sem	sem	ct
kennarinn	kennari	nkeng
hafði	hafa	sfg3eþ
keypt	kaupa	sþghen
,	,	pk
Clear	Clear	e
casting	casting	e
resin	resin	e
prepolymer	prepolymer	e
og	og	c
Clear	Clear	e
casting	casting	e
resin	resin	e
curative	curative	e
og	og	c
var	vera	sfg3eþ
efnunum	efni	nhfþg
blandað	blanda	sþghen
saman	saman	aa
.	.	pl

Af	af	af
hálfu	hálfa	nveþ
stefnanda	stefnandi	nkee
er	vera	sfg3en
því	það	fpheþ
haldið	halda	sþghen
fram	fram	aa
að	að	c
engar	enginn	fovfn
aðvaranir	aðvörun	nvfn
hafi	hafa	svg3fn
verið	vera	sþghen
nefndar	nefna	sþgvfn
um	um	af
að	að	c
efnin	efni	nhfng
væru	vera	svg3fþ
eða	eða	c
gætu	geta	svg3fþ
verið	vera	sþghen
varasöm	varasamur	lhfnsf
eða	eða	c
hættuleg	hættulegur	lhfnsf
og	og	c
hafi	hafa	svg3fn
nemendur	nemandi	nkfn
meðhöndlað	meðhöndla	sþghen
efnin	efni	nhfog
án	án	af
sérstakra	sérstakur	lvfesf
varúðarráðstafana	varúðarráðstöfun	nvfe
.	.	pl

Af	af	af
hálfu	hálfa	nveþ
stefnda	stefndur	lkeevf
er	vera	sfg3en
því	það	fpheþ
haldið	halda	sþghen
fram	fram	aa
að	að	c
umræddur	umræddur	lkensf
kennari	kennari	nken
,	,	pk
Helgi	Helgi	nken-s
Skaftason	Skaftason	nken-s
,	,	pk
hafi	hafa	svg3en
varað	vara	sþghen
nemendur	nemandi	nkfo
sérstaklega	sérstaklega	aa
við	við	af
hættueiginleikum	hættueiginleiki	nkfþ
umræddra	umræddur	lhfesf
efna	efni	nhfe
og	og	c
leiðbeint	leiðbeina	sþghen
þeim	hann	fpkfþ
um	um	af
meðferð	meðferð	nveo
og	og	c
notkun	notkun	nveo
þeirra	það	fphfe
,	,	pk
þ.m.t.	þ.m.t.	ks
um	um	af
blöndun	blöndun	nveo
þeirra	það	fphfe
.	.	pl

Hann	hann	fpken
hafi	hafa	svg3en
leiðbeint	leiðbeina	sþghen
hverjum	hver	fokeþ
og	og	c
einum	einn	fokeþ
nemanda	nemandi	nkeþ
sérstaklega	sérstaklega	aa
og	og	c
leiðbeiningarskylda	leiðbeiningarskylda	nven
hans	hann	fpkee
hafi	hafa	svg3en
verið	vera	sþghen
í	í	af
fullu	fullur	lheþsf
samræmi	samræmi	nheþ
við	við	af
það	sá	faheo
sem	sem	ct
tíðkast	tíðka	sþmhen
hefði	hafa	svg3eþ
á	á	af
fyrri	fyrri	lhfþvm
námskeiðum	námskeið	nhfþ
hjá	hjá	af
honum	hann	fpkeþ
.	.	pl

Nokkrum	nokkur	fokfþ
dögum	dagur	nkfþ
eftir	eftir	af
að	að	c
áfanganum	áfangi	nkeþg
lauk	ljúka	sfg3eþ
hafi	hafa	svg3fn
nokkrir	nokkur	fokfn
nemendur	nemandi	nkfn
fengið	fá	sþghen
ofnæmisviðbrögð	ofnæmisviðbrögð	nhfo
og	og	c
leitað	leita	sþghen
læknishjálpar	læknishjálp	nvee
.	.	pl

Stefnandi	stefnandi	nken
hafi	hafa	svg3en
veikst	veikja	sþmhen
illa	illa	aa
og	og	c
hafi	hafa	svg3en
verið	vera	sþghen
undir	undir	af
læknishendi	læknishönd	nveþ
síðan	síðan	aa
.	.	pl

Þegar	þegar	c
stefnandi	stefnandi	nken
varð	verða	sfg3eþ
þess	það	fphee
áskynja	áskynja	lkenof
hvers	hver	fohee
kyns	kyn	nhee
var	vera	sfg3eþ
hafi	hafa	svg3en
hún	hún	fpven
látið	láta	sþghen
skólayfirvöld	skólayfirvöld	nhfo
vita	vita	sng
til	til	af
þess	það	fphee
að	að	c
hægt	hægur	lhensf
væri	vera	svg3eþ
að	að	cn
grípa	grípa	sng
til	til	af
viðeigandi	viðeigandi	lvfeof
ráðstafana	ráðstöfun	nvfe
.	.	pl

Við	við	af
nánari	náinn	lveovm
rannsókn	rannsókn	nveo
hafi	hafa	svg3en
komið	koma	sþghen
í	í	af
ljós	ljós	nheo
að	að	c
efnin	efni	nhfng
sem	sem	ct
notuð	nota	sþghfn
voru	vera	sfg3fþ
hafi	hafa	svg3fn
innihaldið	innihalda	sþghen
mjög	mjög	aa
hættulegt	hættulegur	lheosf
eitur	eitur	nheo
(	(	pa
dicyclohexylmethane-4	dicyclohexylmethane-4	e
,	,	pk
4	4	ta
'	'	pa
-diisocyanate	-diisocyanate	e
)	)	pa
sem	sem	ct
geti	geta	svg3en
valdið	valda	sþghen
ofnæmi	ofnæmi	nheþ
,	,	pk
ertingu	erting	nveþ
og	og	c
bruna	bruni	nkeþ
á	á	af
húð	húð	nveþ
.	.	pl

Einnig	einnig	aa
geti	geta	svg3en
efnið	efni	nheng
valdið	valda	sþghen
ertingu	erting	nveþ
og	og	c
ofnæmi	ofnæmi	nheþ
(	(	pa
astma	astma	nheþ
)	)	pa
berist	bera	svm3en
það	það	fphen
í	í	af
lungun	lunga	nhfog
.	.	pl

Áhrif	áhrif	nhfn
þessarar	þessi	favee
eitrunar	eitrun	nvee
geti	geta	svg3fn
verið	vera	sþghen
óafturkræf	óafturkræfur	lhfnsf
.	.	pl

Afleiðingar	afleiðing	nvfn
af	af	af
notkun	notkun	nveþ
efnisins	efni	nheeg
fyrir	fyrir	af
stefnanda	stefnandi	nkeo
hafi	hafa	svg3fn
verið	vera	sþghen
heiftarleg	heiftarlegur	lhfnsf
ofnæmisviðbrögð	ofnæmisviðbrögð	nhfn
sem	sem	ct
stefnandi	stefnandi	nken
telur	telja	sfg3en
viðvarandi	viðvarandi	lhfoof
og	og	c
þurfi	þurfa	svg3en
hún	hún	fpven
enn	enn	aa
á	á	af
læknismeðferð	læknismeðferð	nveþ
að	að	cn
halda	halda	sng
vegna	vegna	af
þessa	þessi	fahee
.	.	pl

Stefnandi	stefnandi	nken
hafi	hafa	svg3en
verið	vera	sþghen
í	í	af
Listaháskóla	Listaháskóli	nkeþ-s
Íslands	Ísland	nhee-s
,	,	pk
hönnunarsviði	hönnunarsvið	nheþ
,	,	pk
sem	sem	ct
upphafi	upphaf	nheþ
að	að	af
námi	nám	nheþ
í	í	af
arkitektúr	arkitektúr	nkeþ
og	og	c
hafi	hafa	svg3en
hún	hún	fpven
lokið	ljúka	sþghen
því	sá	faheþ
námi	nám	nheþ
frá	frá	af
Arkitektaakademíunni	Arkitektaakademía	nveþgs
í	í	af
Kaupmannahöfn	Kaupmannahöfn	nveþ-s
.	.	pl

Því	það	fpheþ
er	vera	sfg3en
haldið	halda	sþghen
fram	fram	aa
að	að	c
líkamlegt	líkamlegur	lhensf
ástand	ástand	nhen
stefnanda	stefnandi	nkee
í	í	af
kjölfar	kjölfar	nheo
sýkingarinnar	sýking	nveeg
muni	munu	svg3en
há	há	sng
henni	hún	fpveþ
í	í	af
framtíðinni	framtíð	nveþg
og	og	c
muni	munu	svg3en
skerða	skerða	sng
hæfi	hæfi	nheo
hennar	hún	fpvee
til	til	af
tekjuöflunar	tekjuöflun	nvee
.	.	pl

Að	að	af
tilhlutan	tilhlutan	nveþ
stefnanda	stefnandi	nkee
,	,	pk
en	en	c
án	án	af
þess	það	fphee
að	að	c
stefndi	stefndur	lkenvf
kæmi	koma	svg3eþ
að	að	af
því	sá	faheþ
verki	verk	nheþ
,	,	pk
var	vera	sfg3eþ
örorka	örorka	nven
stefnanda	stefnandi	nkee
metin	meta	sþgven
af	af	af
Birni	Björn	nkeþ-s
Daníelssyni	Daníelsson	nkeþ-s
lögfræðingi	lögfræðingur	nkeþ
og	og	c
Davíð	Davíð	nkeþ-s
Gíslasyni	Gíslason	nkeþ-s
lækni	læknir	nkeþ
,	,	pk
sérfræðingi	sérfræðingur	nkeþ
í	í	af
ofnæmissjúkdómum	ofnæmissjúkdómur	nkfþ
og	og	c
lyflækningum	lyflækningar	nvfþ
.	.	pl

Samkvæmt	samkvæmt	af
matsgerð	matsgerð	nveþ
þeirra	hann	fpkfe
,	,	pk
dagsettri	dagsettur	lveþsf
28.	28.	ta
desember	desember	nkeo
2004	2004	ta
,	,	pk
telji	telja	svg3fn
þeir	hann	fpkfn
að	að	c
orsakatengsl	orsakatengsl	nhfn
séu	vera	svg3fn
á	á	aa
milli	milli	af
notkunar	notkun	nvee
stefnanda	stefnandi	nkee
á	á	af
hinum	hinn	ghfþ
hættulegu	hættulegur	lhfþvf
efnum	efni	nhfþ
í	í	af
Listaháskóla	Listaháskóli	nkeþ-s
íslands	Ísland	nhee-s
og	og	c
þess	sá	fahee
líkamstjóns	líkamstjón	nhee
sem	sem	ct
hún	hún	fpven
hafi	hafa	svg3en
hlotið	hljóta	sþghen
.	.	pl

Telji	telja	svg3fn
þeir	hann	fpkfn
að	að	c
stefnandi	stefnandi	nken
hafi	hafa	svg3en
hlotið	hljóta	sþghen
varanlegan	varanlegur	lkeosf
miska	miski	nkeo
15%	15%	tp
skv.	skv.	ks
skaðabótalögum	skaðabótalög	nhfþ
nr.	nr.	ks
50/1993	50/1993	ta
og	og	c
varanlega	varanlegur	lveosf
örorku	örorka	nveo
15%	15%	tp
skv.	skv.	ks
sömu	samur	fbhfþ
lögum	lag	nhfþ
.	.	pl

Með	með	af
beiðni	beiðni	nveþ
,	,	pk
dagsettri	dagsettur	lveþsf
8.	8.	ta
maí	maí	nkeo
2007	2007	ta
,	,	pk
beiddist	beiða	sfm3eþ
stefndi	stefndur	lkenvf
þess	það	fphee
að	að	c
dómkvaddir	dómkvaddur	lkfnsf
væru	vera	svg3fþ
matsmenn	matsmaður	nkfn
til	til	af
að	að	cn
leggja	leggja	sng
mat	mat	nheo
á	á	af
eftirfarandi	eftirfarandi	lheoof
:	:	pa

"	"	pg
1	1	ta
.	.	pl

Tímabil	tímabil	nheo
frá	frá	af
því	það	fpheþ
tjón	tjón	nhen
varð	verða	sfg3eþ
þar	þar	aa
til	til	aa
ekki	ekki	aa
var	vera	sfg3eþ
að	að	cn
vænta	vænta	sng
frekari	frekur	lkeevm
bata	bati	nkee
,	,	pk
þar	þar	aa
sem	sem	c
greint	greina	sþghen
skal	skulu	sfg3en
á	á	aa
milli	milli	af
daga	dagur	nkfe
sem	sem	ct
matsþoli	matsþoli	nken
var	vera	sfg3eþ
rúmfastur	rúmfastur	lkensf
annars	annar	fokee
vegar	vegur	nkee
,	,	pk
og	og	c
daga	dagur	nkfe
sem	sem	ct
hann	hann	fpken
var	vera	sfg3eþ
veikur	veikur	lkensf
án	án	af
þess	það	fphee
að	að	cn
vera	vera	sng
rúmfastur	rúmfastur	lkensf
hins	hinn	fakee
vegar	vegur	nkee
,	,	pk
sbr.	sbr.	ks
3.	3.	ta
gr.	gr.	ks
laganna	lag	nhfeg
.	.	pl

2	2	ta
.	.	pl

Varanlegan	varanlegur	lkeosf
miska	miski	nkeo
matsþola	matsþoli	nkee
,	,	pk
sbr.	sbr.	ks
4.	4.	ta
gr.	gr.	ks
laganna	lag	nhfeg
.	.	pl

3	3	ta
.	.	pl

Varanlega	varanlegur	lveosf
örorku	örorka	nveo
matsþola	matsþoli	nkee
,	,	pk
sbr.	sbr.	ks
5.	5.	ta
gr.	gr.	ks
laganna	lag	nhfeg
.	.	pl

Jafnframt	jafnframt	aa
var	vera	sfg3eþ
,	,	pk
í	í	af
samræmi	samræmi	nheþ
við	við	af
framangreint	framangreindur	lheosf
,	,	pk
óskað	óska	sþghen
að	að	c
matsmenn	matsmaður	nkfn
létu	láta	svg3fþ
í	í	af
té	té	nheo
ítarlega	ítarlegur	lveosf
,	,	pk
rökstudda	rökstuddur	lveosf
og	og	c
skriflega	skriflegur	lveosf
álitsgerð	álitsgerð	nveo
um	um	af
eftirfarandi	eftirfarandi	lhfoof
atriði	atriði	nhfo
:	:	pa

1	1	ta
.	.	pl

Hefur	hafa	sfg3en
matsþoli	matsþoli	nken
ofnæmi	ofnæmi	nheo
fyrir	fyrir	af
«	«	pg
dicyclohexylmethane-4	dicyclohexylmethane-4	e
,	,	pk
4	4	ta
,	,	pk
diisocyanate	diisocyanate	e
"	"	pg
?	?	pl

2	2	ta
.	.	pl

Hefur	hafa	sfg3en
matsþoli	matsþoli	nken
ofnæmi	ofnæmi	nheo
fyrir	fyrir	af
epoxýefnum	epoxýefni	nhfþ
?	?	pl

3	3	ta
.	.	pl

Ef	ef	c
svarið	svar	nheng
við	við	af
spurningu	spurning	nveþ
1	1	ta
og	og	c
/	/	pa
eða	eða	c
2	2	ta
er	vera	sfg3en
játandi	játandi	aa
,	,	pk
á	á	af
hvaða	hvaða	fsheþ
tímamarki	tímamark	nheþ
má	mega	sfg3en
telja	telja	sng
líklegt	líklegur	lheosf
að	að	c
matsþoli	matsþoli	nken
hafi	hafa	svg3en
þróað	þróa	sþghen
ofnæmisvakann	ofnæmisvaki	nkeog
?	?	pl

4	4	ta
.	.	pl

Eru	vera	sfg3fn
óyggjandi	óyggjandi	lhfnof
tengsl	tengsl	nhfn
(	(	pa
kross-ofnæmi	krossofnæmi	nhen
)	)	pa
talin	telja	sþghfn
vera	vera	sng
á	á	aa
milli	milli	af
ofnæmis	ofnæmi	nhee
fyrir	fyrir	af
isocyanötum	isocyanat	nhfþ
annars	annar	fokee
vegar	vegur	nkee
og	og	c
epoxýefnum	epoxýefni	nhfþ
hins	hinn	fakee
vegar	vegur	nkee
?	?	pl
»	»	pg

Í	í	af
matsgerð	matsgerð	nveþ
matsmannanna	matsmaður	nkfeg
Steingríms	Steingrímur	nkee-s
Davíðssonar	Davíðsson	nkee-s
,	,	pk
læknis	læknir	nkee
og	og	c
Viðars	Viðar	nkee-s
Más	Már	nkee-s
Matthíassonar	Matthíasson	nkee-s
,	,	pk
lögfræðings	lögfræðingur	nkee
frá	frá	af
1.	1.	ta
ágúst	ágúst	nkeþ
2007	2007	ta
segir	segja	sfg3en
m.a	m.a	ks
:	:	pa

«	«	pg
Niðurstöður	niðurstaða	nvfn
matsmanna	matsmaður	nkfe
í	í	af
stuttu	stuttur	lheþsf
máli	mál	nheþ
.	.	pl

Matsmenn	matsmaður	nkfn
telja	telja	sfg3fn
,	,	pk
að	að	c
staðfest	staðfesta	sþghen
hafi	hafa	svg3en
verið	vera	sþghen
að	að	c
matsþoli	matsþoli	nken
hafi	hafa	svg3en
ofnæmi	ofnæmi	nheo
fyrir	fyrir	af
DMDI.	DMDl	ks

Matsmenn	matsmaður	nkfn
telja	telja	sfg3fn
að	að	c
matsþoli	matsþoli	nken
hafi	hafa	svg3en
ofnæmi	ofnæmi	nheo
fyrir	fyrir	af
epoxyefninu	epoxyefni	nheþg
(	(	pa
MDA	MDA	ks
)	)	pa
.	.	pl

Matsmenn	matsmaður	nkfn
telja	telja	sfg3fn
nánast	náið	aae
öruggt	öruggur	lheosf
að	að	c
matsþoli	matsþoli	nken
hafi	hafa	svg3en
þróað	þróa	sþghen
með	með	af
sér	sig	fpkeþ
ofnæmi	ofnæmi	nheo
fyrir	fyrir	af
DMDI	DMDI	ks
,	,	pk
MDA	MDA	ks
og	og	c
MDI	MDI	ks
við	við	af
snertingu	snerting	nveo
Clear	Clear	e
casting	casting	e
resin	resin	e
prepolymer	prepolymer	e
í	í	af
janúar	janúar	nkeþ
2001	2001	ta
.	.	pl

Matsmenn	matsmaður	nkfn
telja	telja	sfg3fn
sterk	sterkur	lhfosf
tengsl	tengsl	nhfo
vera	vera	sng
á	á	aa
milli	milli	af
snertiofnæmis	snertiofnæmi	nhee
frá	frá	af
DMDl	DMDl	ks
og	og	c
MDA	MDA	ks
.	.	pl

Matsmenn	matsmaður	nkfn
telja	telja	sfg3fn
að	að	c
tímabil	tímabil	nhen
þjáningabóta	þjáningabót	nvfe
sé	vera	svg3en
frá	frá	af
28.	28.	ta
janúar	janúar	nkeþ
til	til	af
6.	6.	ta
febrúar	febrúar	nkee
2001	2001	ta
.	.	pl

Matsmenn	matsmaður	nkfn
telja	telja	sfg3fn
að	að	c
varanlegur	varanlegur	lkensf
miski	miski	nken
sé	vera	svg3en
hæfilega	hæfilega	aa
metinn	meta	sþgken
15	15	ta
stig	stig	nhfn
.	.	pl

Matsmenn	matsmaður	nkfn
telja	telja	sfg3fn
að	að	c
varanleg	varanlegur	lvensf
örorka	örorka	nven
sé	vera	svg3en
hæfilega	hæfilega	aa
metin	meta	sþgven
15%	15%	tp
.	.	pl
»	»	pg

Með	með	af
beiðni	beiðni	nveþ
,	,	pk
dagsettri	dagsettur	lveþsf
21.	21.	ta
ágúst	ágúst	nkeo
2007	2007	ta
,	,	pk
beiddist	beiða	sfm3eþ
lögmaður	lögmaður	nken
stefnda	stefndur	lkeevf
yfirmats	yfirmat	nhee
á	á	af
varanlegri	varanlegur	lveþsf
örorku	örorka	nveþ
stefnanda	stefnandi	nkee
.	.	pl

Í	í	af
matsgerð	matsgerð	nveþ
yfirmatsmanna	yfirmatsmaður	nkfe
