Ísland	Ísland	nhen-s
sé	vera	svg3en
meðal	meðal	af
fremstu	fremri	lvfeve
þjóða	þjóð	nvfe
í	í	af
heimi	heimur	nkeþ
hvað	hver	fshen
varðar	varða	sfg3en
framlög	framlag	nhfo
til	til	af
rannsókna	rannsókn	nvfe
.	.	pl

Það	það	fphen
er	vera	sfg3en
nokkuð	nokkur	fohen
landlægt	landlægur	lhensf
hér	hér	aa
,	,	pk
eins	eins	aa
og	og	c
við	ég	fp1fn
vitum	vita	sfg1fn
,	,	pk
að	að	cn
vilja	vilja	sng
gjarnan	gjarnan	aa
fara	fara	sng
af	af	af
stað	staður	nkeþ
með	með	af
góð	góður	lhfosf
mál	mál	nhfo
og	og	c
góða	góður	lveosf
starfsemi	starfsemi	nveo
,	,	pk
en	en	c
fást	fá	snm
svo	svo	aa
alls	allur	fohee
ekki	ekki	aa
til	til	af
að	að	cn
borga	borga	sng
allt	allur	foheo
sem	sem	ct
það	það	fphen
kostar	kosta	sfg3en
að	að	c
hún	hún	fpven
geti	geta	svg3en
þrifist	þrífa	sþmhen
.	.	pl

Þegar	þegar	c
þjóðirnar	þjóð	nvfng
í	í	aa
kringum	kringum	af
okkur	ég	fp1fo
setja	setja	sfg3fn
sér	sig	fpvfþ
það	sá	faheo
markmið	markmið	nheo
að	að	cn
fjölga	fjölga	sng
doktorsprófum	doktorspróf	nhfþ
hjá	hjá	af
sér	sig	fpvfþ
,	,	pk
fá	fá	sfg3fn
sjóðir	sjóður	nkfn
og	og	c
háskólar	háskóli	nkfn
fjárveitingar	fjárveiting	nvfo
til	til	af
að	að	cn
standa	standa	sng
straum	straumur	nkeo
af	af	af
því	það	fpheþ
,	,	pk
bæði	bæði	c
með	með	af
styrkjum	styrkur	nkfþ
til	til	af
doktorsnema	doktorsnemi	nkfe
og	og	c
greiðslum	greiðsla	nvfþ
til	til	af
háskóla	háskóli	nkfe
fyrir	fyrir	af
þeirra	hann	fpkfe
framlag	framlag	nheo
,	,	pk
en	en	c
hér	hér	aa
verður	verða	sfg3en
allt	allur	fohen
einhvern	einhver	fokeo
veginn	vegur	nkeog
hálfkarað	hálfkaraður	lhensf
.	.	pl

Þar	þar	aa
að	að	aa
auki	auki	aa
liggur	liggja	sfg3en
ekki	ekki	aa
alltaf	alltaf	aa
ljóst	ljós	lhensf
fyrir	fyrir	aa
hvaða	hvaða	fshen
hlutverk	hlutverk	nhen
hinum	hinn	gkfþ
nýju	nýr	lkfþvf
doktorum	doktor	nkfþ
er	vera	sfg3en
ætlað	ætla	sþghen
.	.	pl

Þrátt	þrátt	aa
fyrir	fyrir	af
erfiðar	erfiður	lvfosf
aðstæður	aðstæður	nvfo
hafa	hafa	sfg3fn
íslenskir	íslenskur	lkfnsf
rannsóknamenn	rannsóknamaður	nkfn
á	á	af
mörgum	margur	lhfþsf
sviðum	svið	nhfþ
náð	ná	sþghen
frábærum	frábær	lkeþsf
árangri	árangur	nkeþ
.	.	pl

Að	að	af
hluta	hluti	nkeþ
til	til	aa
er	vera	sfg3en
það	það	fphen
áreiðanlega	áreiðanlega	aa
vegna	vegna	af
þess	það	fphee
að	að	c
í	í	af
skjóli	skjól	nheþ
fámennis	fámenni	nhee
höfum	hafa	sfg1fn
við	ég	fp1fn
getað	geta	sþghen
látið	láta	sþghen
aðrar	annar	fovfo
þjóðir	þjóð	nvfo
standa	standa	sng
straum	straumur	nkeo
af	af	af
vísindalegri	vísindalegur	lveþsf
menntun	menntun	nveþ
á	á	af
fjölmörgum	fjölmargur	lhfþsf
sviðum	svið	nhfþ
og	og	c
síðan	síðan	aa
notið	njóta	sþghen
góðs	góður	lheesf
af	af	af
þeim	sá	fakeþ
krafti	kraftur	nkeþ
sem	sem	ct
blanda	blanda	nven
fólks	fólk	nhee
með	með	af
menntun	menntun	nveo
úr	úr	af
ólíkum	ólíkur	lvfþsf
áttum	átt	nvfþ
leysir	leysa	sfg3en
úr	úr	af
læðingi	læðingur	nkeþ
.	.	pl

En	en	c
það	það	fphen
er	vera	sfg3en
sannarlega	sannarlega	aa
mál	mál	nhen
til	til	af
komið	koma	sþghen
að	að	c
þetta	þessi	fahen
samfélag	samfélag	nhen
fari	fara	svg3en
líka	líka	aa
að	að	cn
leggja	leggja	sng
meira	mikill	lheovm
fram	fram	aa
sjálft	sjálfur	fbhen
.	.	pl

Nú	nú	aa
eru	vera	sfg3fn
horfur	horfa	nvfn
á	á	af
aukinni	aukinn	lveþsf
rannsóknasamvinnu	rannsóknasamvinna	nveþ
sem	sem	ct
okkur	ég	fp1fþ
gefst	gefa	sfm3en
kostur	kostur	nken
á	á	af
að	að	cn
taka	taka	sng
þátt	þáttur	nkeo
í	í	aa
:	:	pa
norrænn	norrænn	lkensf
rannsóknasjóður	rannsóknasjóður	nken
(	(	pa
sbr.	sbr.	ks
nýlega	nýlegur	lveosf
hvítbók	hvítbók	nveo
Gustav	Gustav	n----s
Björkstrand	Björkstrand	n----s
um	um	af
eflda	efldur	lveosf
rannsóknasamvinnu	rannsóknasamvinna	nveo
Norðurlandaþjóða	Norðurlandaþjóð	nvfe-s
)	)	pa
og	og	c
efld	efldur	lvensf
evrópsk	evrópskur	lvensf
samvinna	samvinna	nven
á	á	af
sviði	svið	nheþ
rannsókna	rannsókn	nvfe
(	(	pa
European	European	n----s
Research	Research	e
Area	Area	e
)	)	pa
.	.	pl

En	en	c
af	af	af
eðlilegum	eðlilegur	lvfþsf
ástæðum	ástæða	nvfþ
verða	verða	sfg3fn
þjóðir	þjóð	nvfn
sem	sem	ct
afla	afla	sfg3fn
fjár	fé	nhee
á	á	af
slíkum	slíkur	fbkeþ
vettvangi	vettvangur	nkeþ
að	að	cn
koma	koma	sng
með	með	af
mótframlög	mótframlag	nhfo
.	.	pl

Það	það	fphen
gæti	geta	svg3eþ
staðið	standa	sþghen
í	í	af
okkur	ég	fp1fþ
að	að	cn
koma	koma	sng
með	með	af
raunveruleg	raunverulegur	lhfosf
mótframlög	mótframlag	nhfo
nema	nema	c
hið	hinn	ghen
«	«	pg
fjrálsa	frjáls	x
»	»	pg
eða	eða	c
«	«	pg
hreyfanlega	hreyfanlegur	lhenvf
»	»	pg
rannsóknafé	rannsóknafé	nhen
verði	verða	svg3en
stóraukið	stórauka	sþghen
.	.	pl

Ég	ég	fp1en
sat	sitja	sfg1eþ
í	í	af
Rannís	Rannís	n-eþ-s
í	í	af
6	6	ta
ár	ár	nhfo
og	og	c
síðustu	síðari	lhfove
árin	ár	nhfog
í	í	af
Forskningspolitisk	Forskningspolitisk	n----s
raad	raad	e
,	,	pk
sem	sem	ct
er	vera	sfg3en
ráðgjafarnefnd	ráðgjafarnefnd	nven
fyrir	fyrir	af
norrænu	norrænn	lveovf
ráðherranefndina	ráðherranefnd	nveog
.	.	pl

Starfið	starf	nheng
á	á	af
þessum	þessi	fakeþ
vettvangi	vettvangur	nkeþ
hefur	hafa	sfg3en
vakið	vekja	sþghen
mig	ég	fp1eo
til	til	af
umhugsunar	umhugsun	nvee
og	og	c
vitundar	vitund	nvee
um	um	af
marga	margur	lkfosf
hluti	hlutur	nkfo
sem	sem	ct
ég	ég	fp1en
sá	sjá	sfg1eþ
frá	frá	af
allt	allur	fohen
öðru	annar	foheþ
og	og	c
þrengra	þröngur	lheþvm
sjónarhorni	sjónarhorn	nheþ
meðan	meðan	c
ég	ég	fp1en
horfði	horfa	sfg1eþ
bara	bara	aa
á	á	af
þá	hann	fpkfo
héðan	héðan	aa
úr	úr	af
háskólanum	háskóli	nkeþg
.	.	pl

Mér	ég	fp1eþ
finnst	finna	sfm3en
ég	ég	fp1en
skulda	skulda	sng
þeim	sá	fakfþ
sem	sem	ct
sendu	senda	sfg3fþ
mig	ég	fp1eo
af	af	af
stað	staður	nkeþ
í	í	af
þennan	þessi	fakeo
leiðangur	leiðangur	nkeo
,	,	pk
sem	sem	ct
nú	nú	aa
er	vera	sfg3en
á	á	af
enda	endi	nkeþ
,	,	pk
um	um	af
stofnanir	stofnun	nvfo
opinberrar	opinber	lveesf
rannsóknastjórnunar	rannsóknastjórnun	nvee
að	að	cn
leggja	leggja	sng
eitthvað	einhver	foheo
til	til	af
umræðunnar	umræða	nveeg
hér	hér	aa
«	«	pg
heima	heima	aa
»	»	pg
í	í	af
H.Í	H.Í	ks
.	.	pl

Við	ég	fp1fn
þurfum	þurfa	sfg1fn
að	að	af
mínum	minn	fekeþ
dómi	dómur	nkeþ
að	að	cn
fá	fá	sng
bæði	bæði	c
rannsóknasvið	rannsóknasvið	nheo
háskólans	háskóli	nkeeg
þar	þar	aa
sem	sem	c
áreiðanlega	áreiðanlega	aa
er	vera	sfg3en
mikil	mikill	lvensf
þekking	þekking	nven
saman	saman	aa
komin	koma	sþgven
og	og	c
Rannís	Rannís	n-eo-s
(	(	pa
nú	nú	aa
Rannsóknamiðstöð	Rannsóknamiðstöð	nveo-s
Íslands	Ísland	nhee-s
)	)	pa
með	með	aa
í	í	af
opna	opinn	lveosf
og	og	c
upplýsta	upplýstur	lveosf
umræðu	umræða	nveo
um	um	af
þessi	þessi	fahfo
mál	mál	nhfo
.	.	pl

Ég	ég	fp1en
held	halda	sfg1en
að	að	c
það	það	fphen
muni	munu	svg3en
á	á	af
endanum	endi	nkeþg
skila	skila	sng
árangri	árangur	nkeþ
.	.	pl

Kveðjur	kveðja	nvfn
,	,	pk
Vésteinn	Vésteinn	nken-s
Ólason	Ólason	nken-s

Frá	frá	af
Kennaraháskóla	Kennaraháskóli	nkeþ-s
Íslands	Ísland	nhee-s
:	:	pa

Páll	Páll	nken-s
Skúlason	Skúlason	nken-s
,	,	pk
rektor	rektor	nken
Háskóla	Háskóli	nkee-s
Íslands	Ísland	nhee-s
,	,	pk
heldur	halda	sfg3en
fyrirlestur	fyrirlestur	nkeo
sem	sem	ct
ber	bera	sfg3en
yfirskriftina	yfirskrift	nveog
:	:	pa

Verkskipting	verkskipting	nven
háskóla	háskóli	nkfe

miðvikudaginn	miðvikudagur	nkeog
17.	17.	ta
desember	desember	nkeo
kl.	kl.	ks
16:15	16:15	ta
í	í	af
salnum	salur	nkeþg
Skriðu	Skriða	nveþ-s
í	í	af
Kennaraháskóla	Kennaraháskóli	nkeþ-s
Íslands	Ísland	nhee-s
við	við	af
Stakkahlíð	Stakkahlíð	nveo-s

Hugleiðingar	hugleiðing	nvfn
um	um	af
háskóla	háskóli	nkfo
í	í	af
ljósi	ljós	nheþ
ólíkra	ólíkur	lvfesf
hugmynda	hugmynd	nvfe
um	um	af
markmið	markmið	nheo
þeirra	hann	fpkfe
,	,	pk
skipulag	skipulag	nheo
og	og	c
starfshætti	starfsháttur	nkfo
.	.	pl

Guðrún	Guðrún	nven-s
J.	J.	ks
Bachmann	Bachmann	nven-s

Ágæta	ágætur	lhenvf
háskólafólk	háskólafólk	nhen
.	.	pl

Ég	ég	fp1en
vil	vilja	sfg1en
þakka	þakka	sng
Vésteini	Vésteinn	nkeþ-s
Ó.	Ó.	ks
fyrir	fyrir	af
afar	afar	aa
málefnalegt	málefnalegur	lheosf
innlegg	innlegg	nheo
í	í	af
umræðuna	umræða	nveog
um	um	af
rannsóknir	rannsókn	nvfo
og	og	c
stöðu	staða	nveo
þeirra	hún	fpvfe
í	í	af
samfélaginu	samfélag	nheþg
.	.	pl

Ég	ég	fp1en
tek	taka	sfg1en
heilshugar	heilshugar	aa
undir	undir	af
uppástungu	uppástunga	nveo
hans	hann	fpkee
að	að	c
litið	líta	sþghen
verði	verða	svg3en
til	til	af
fleiri	margur	lhfevm
atriða	atriði	nhfe
í	í	af
umræðunni	umræða	nveþg
,	,	pk
eins	eins	aa
og	og	c
til	til	af
dæmis	dæmi	nhee
stöðu	staða	nvee
framhaldsnámsins	framhaldsnám	nheeg
í	í	af
háskólasamfélaginu	háskólasamfélag	nheþg
.	.	pl

Vésteinn	Vésteinn	nken-s
nefnir	nefna	sfg3en
einnig	einnig	aa
atriði	atriði	nheo
sem	sem	ct
stendur	standa	sfg3en
hjarta	hjarta	nheþ
mínu	minn	feheþ
nærri	nærri	af
,	,	pk
nefnilega	nefnilega	aa
hvað	hver	fshen
verður	verða	sfg3en
um	um	af
framhaldsnemendur	framhaldsnemandi	nkfo
eftir	eftir	af
að	að	c
náminu	nám	nheþg
lýkur	ljúka	sfg3en
.	.	pl

Við	við	aa
í	í	af
ReykjavíkurAkademíunni	Reykjavíkurakademían	nveþgs
höfum	hafa	sfg1fn
reynt	reyna	sþghen
að	að	cn
koma	koma	sng
þessari	þessi	faveþ
spurningu	spurning	nveþ
á	á	af
framfæri	framfæri	nheo
og	og	c
sýnt	sýna	sþghen
fram	fram	aa
á	á	af
að	að	c
hinn	hinn	gken
örtvaxandi	örtvaxandi	lkenof
hópur	hópur	nken
fólks	fólk	nhee
sem	sem	ct
útskrifast	útskrifa	sfm3en
með	með	af
framhaldsmenntun	framhaldsmenntun	nveo
frá	frá	af
íslenskum	íslenskur	lkfþsf
háskólum	háskóli	nkfþ
eða	eða	c
erlendum	erlendur	lkfþsf
á	eiga	sfg3en
í	í	af
fá	fár	lhfosf
hús	hús	nhfo
að	að	cn
vernda	vernda	sng
.	.	pl

Styrkir	styrkur	nkfn
úr	úr	af
samkeppnissjóðunum	samkeppnissjóður	nkfþg
eins	eins	aa
og	og	c
Rannís	Rannís	n-eþ-s
eru	vera	sfg3fn
fáir	fár	lkfnsf
og	og	c
framlög	framlag	nhfn
í	í	af
þá	hann	fpkfo
hafa	hafa	sfg3fn
í	í	af
raun	raun	nveþ
lækkað	lækka	sþghen
mjög	mjög	aa
mikið	mikið	aa
,	,	pk
sé	vera	svg3en
tekið	taka	sþghen
tillit	tillit	nhen
til	til	af
fjölgunar	fjölgun	nvee
fyrsta	fyrstur	lkeevf
flokks	flokkur	nkee
umsókna	umsókn	nvfe
og	og	c
þróunar	þróun	nvee
verðlags	verðlag	nhee
.	.	pl

Afleiðing	afleiðing	nven
þessa	þessi	fahee
er	vera	sfg3en
sú	sá	faven
,	,	pk
að	að	c
úthlutunarhlutfall	úthlutunarhlutfall	nhen
styrkja	styrkur	nkfe
hefur	hafa	sfg3en
lækkað	lækka	sþghen
stórkostlega	stórkostlega	aa
.	.	pl

Mér	ég	fp1eþ
hefur	hafa	sfg3en
virst	virða	sþmhen
Háskóli	Háskóli	nken-s
Íslands	Ísland	nhee-s
heldur	heldur	c
áhugalaus	áhugalaus	lkensf
um	um	af
vandmálið	vandmál	nheog
sem	sem	ct
við	við	af
blasir	blasa	sfg3en
þessum	þessi	fakeþ
stóra	stór	lkeþvf
hópi	hópur	nkeþ
fræðimanna	fræðimaður	nkfe
og	og	c
fagna	fagna	sfg1en
þess	það	fphee
vegna	vegna	af
orðum	orð	nhfþ
Vésteins	Vésteinn	nkee-s
.	.	pl

Vandamál	vandamál	nhen
háskólastigsins	háskólastig	nheeg
er	vera	sfg3en
vandamál	vandamál	nhen
allra	allur	fokfe
sem	sem	ct
koma	koma	sfg3fn
nálægt	nálægt	af
fræðum	fræði	nhfþ
og	og	c
vísindum	vísindi	nhfþ
.	.	pl

Ef	ef	c
við	ég	fp1fn
stöndum	standa	sfg1fn
ekki	ekki	aa
saman	saman	aa
og	og	c
knýjum	knýja	sfg1fn
á	á	aa
,	,	pk
þá	þá	aa
er	vera	sfg3en
hætt	hættur	lhensf
við	við	af
að	að	c
stjórnvöld	stjórnvald	nhfn
komist	koma	svm3fn
upp	upp	aa
með	með	af
að	að	cn
láta	láta	sng
tímann	tími	nkeog
líða	líða	sng
án	án	af
þess	það	fphee
að	að	cn
móta	móta	sng
framtíðarstefnu	framtíðarstefna	nveo
fyrir	fyrir	af
menningu	menning	nveo
og	og	c
menntir	mennt	nvfo
í	í	af
landinu	land	nheþg
.	.	pl

Ég	ég	fp1en
hvet	hvetja	sfg1en
til	til	af
þess	það	fphee
að	að	c
háskólafólk	háskólafólk	nhen
taki	taka	svg3en
til	til	af
máls	mál	nhee
um	um	af
vandamál	vandamál	nhfo
rannsóknasamfélagsins	rannsóknasamfélag	nheeg
og	og	c
þá	þá	aa
á	á	af
þeim	sá	fakeþ
grundvelli	grundvöllur	nkeþ
sem	sem	ct
Vésteinn	Vésteinn	nken-s
lagði	leggja	sfg3eþ
til	til	aa
.	.	pl

Með	með	af
kveðju	kveðja	nveþ
,	,	pk
Sigurður	Sigurður	nken-s
G.	G.	ks
M.	M.	ks

Sæl	sæll	lhfnsf
veriði	vera	sbg2fn

Það	það	fphen
hefur	hafa	sfg3en
verið	vera	sþghen
fróðlegt	fróðlegur	lhensf
að	að	cn
fylgjast	fylgja	snm
með	með	af
umræðunni	umræða	nveþg
um	um	af
stöðu	staða	nveo
rannsóknasjóðs	rannsóknasjóður	nkee
háskólans	háskóli	nkeeg
og	og	c
það	það	fphen
er	vera	sfg3en
ekki	ekki	aa
annað	annar	foheo
að	að	cn
heyra	heyra	sng
en	en	c
að	að	c
allir	allur	fokfn
séu	vera	svg3fn
sammála	sammála	lkfnof
um	um	af
að	að	c
það	það	fphen
þurfi	þurfa	svg3en
taka	taka	sng
á	á	af
þessum	þessi	fahfþ
málum	mál	nhfþ
hið	hinn	gheo
fyrsta	fyrstur	lheove
.	.	pl

Í	í	af
raun	raun	nveþ
má	mega	sfg3en
segja	segja	sng
að	að	c
þessi	þessi	faven
umræða	umræða	nven
eigi	eiga	svg3en
einnig	einnig	aa
við	við	aa
um	um	af
samkeppnissjóði	samkeppnissjóður	nkfo
RANNÍS	RANNÍS	n-ee-s
.	.	pl

það	það	fphen
er	vera	sfg3en
óþvolandi	óþolandi	x
að	að	cn
heyra	heyra	sng
stjórnmálamenn	stjórnmálamaður	nkfo
og	og	c
aðra	annar	fokfo
embættismenn	embættismaður	nkfo
lýsa	lýsa	sng
því	það	fpheþ
yfir	yfir	aa
hvað	hver	foheo
eftir	eftir	af
annað	annar	foheo
að	að	c
hið	hinn	ghen
opinbera	opinber	lhenvf
á	á	af
Íslandi	Ísland	nheþ-s
veiti	veita	svg3en
hvað	hver	foheo
mest	mikill	lheose
allra	allur	fohfe
landa	land	nhfe
í	í	af
OECD	OECD	n----s
löndum	land	nhfþ
til	til	af
rannsókna	rannsókn	nvfe
og	og	c
þróunnar	þróun	x
á	á	aa
meðan	meðan	c
samkeppnissjóðir	samkeppnissjóður	nkfn
RANNÍS	RANNÍS	n-ee-s
og	og	c
reyndar	reyndar	aa
einnig	einnig	aa
rannsóknasjóður	rannsóknasjóður	nken
HÍ	HÍ	n----s
eru	vera	sfg3fn
nánast	náið	aae
gjaldþrota	gjaldþrota	lkfnof
.	.	pl

Samkeppnissjóðir	samkeppnissjóður	nkfn
RANNÍS	RANNÍS	n-ee-s
eiga	eiga	sfg3fn
að	að	cn
vera	vera	sng
kjölfestusjóðir	kjölfestusjóður	nkfn
fyrir	fyrir	af
frjálsar	frjáls	lvfosf
rannsóknir	rannsókn	nvfo
á	á	af
Íslandi	Ísland	nheþ-s
.	.	pl

Mín	minn	feven
tillaga	tillaga	nven
er	vera	sfg3en
sú	sá	faven
að	að	c
menn	maður	nkfn
fari	fara	svg3fn
nú	nú	aa
að	að	cn
einbeita	einbeita	sng
sér	sig	fpkfþ
að	að	af
því	það	fpheþ
að	að	cn
færa	færa	sng
orð	orð	nhfo
og	og	c
gremju	gremja	nveo
í	í	af
verk	verk	nheo
og	og	c
ýti	ýta	svg3fn
við	við	af
stjórnmálamönnum	stjórnmálamaður	nkfþ
og	og	c
geri	gera	svg3fn
þeim	hann	fpkfþ
grein	grein	nveo
fyrir	fyrir	af
alvarleika	alvarleiki	nkeþ
málsins	mál	nheeg
.	.	pl

Í	í	af
sumar	sumar	nheo
kom	koma	sfg3eþ
saman	saman	aa
hópur	hópur	nken
af	af	af
vísindamanna	vísindamaður	x
í	í	af
heilbrigðis-	heilbrigðisvísindi	kt
og	og	c
lífvísindum	lífvísindi	nhfþ
og	og	c
skrifaði	skrifa	sfg3eþ
greinargerð	greinargerð	nveo
(	(	pa
sjá	sjá	sng
viðhengi	viðhengi	nheo
)	)	pa
um	um	af
stöðu	staða	nveo
samkeppnissjóða	samkeppnissjóður	nkfe
RANNÍS	RANNÍS	n-ee-s
.	.	pl

Greinargerðin	greinargerð	nveng
hefur	hafa	sfg3en
verið	vera	sþghen
kynnt	kynna	sþgven
á	á	af
fundi	fundur	nkeþ
í	í	af
hinu	hinn	gheþ
nýja	nýr	lheþvf
vísinda-	vísindaráð	kt
og	og	c
tækniráði	tækniráð	nheþ
og	og	c
jafnframt	jafnframt	aa
höfum	hafa	sfg1fn
við	ég	fp1fn
sent	senda	sþghen
öllum	allur	fokfþ
þigmönnum	þigmaður	nkfþ
eintak	eintak	nheo
af	af	af
greinargerðinni	greinargerð	nveþg
.	.	pl

Í	í	af
lok	lok	nhfo
nóvember	nóvember	nkee
boðuðum	boða	sfg1fþ
við	ég	fp1fn
til	til	af
málfundar	málfundur	nkee
um	um	af
stöðu	staða	nveo
sjóðanna	sjóður	nkfeg
þar	þar	aa
sem	sem	c
Magnús	Magnús	nken-s
K.	K.	ks
M.	M.	ks
læknir	læknir	nken
hélt	halda	sfg3eþ
erindi	erindi	nheo
um	um	af
stöðu	staða	nveo
mála	mál	nhfe
.	.	pl

Öllum	allur	fokfþ
þingmönnum	þingmaður	nkfþ
var	vera	sfg3eþ
sérstaklega	sérstaklega	aa
boðið	bjóða	sþghen
með	með	af
formlegu	formlegur	lheþsf
bréfi	bréf	nheþ
.	.	pl

Það	það	fphen
er	vera	sfg3en
skemmst	skammur	lhense
frá	frá	af
því	það	fpheþ
að	að	cn
segja	segja	sng
að	að	c
fjölmargir	fjölmargur	lkfnsf
vísindamenn	vísindamaður	nkfn
komu	koma	sfg3fþ
á	á	af
fundinn	fundur	nkeog
en	en	c
ekki	ekki	aa
einn	einn	tfken
einasti	einasti	lkenvf
þingmaður	þingmaður	nken
eða	eða	c
fulltrúi	fulltrúi	nken
þeirra	hann	fpkfe
lét	láta	sfg3eþ
sjá	sjá	sng
sig	sig	fpkeo
sem	sem	c
lýsir	lýsa	sfg3en
kannski	kannski	aa
best	vel	aae
hversu	hversu	aa
miklu	mikill	lheþsf
þingmenn	þingmaður	nkfn
láta	láta	sfg3fn
sig	sig	fpkfo
þessi	þessi	fahfo
mál	mál	nhfo
varða	varða	sng
.	.	pl

Sennilega	sennilega	aa
halda	halda	sfg3fn
þingmenn	þingmaður	nkfn
að	að	c
málefnin	málefni	nhfng
séu	vera	svg3fn
bara	bara	aa
í	í	af
þokkalega	þokkalega	aa
góðum	góður	lkeþsf
farvegi	farvegur	nkeþ
og	og	c
líta	líta	sfg3fn
á	á	af
þessa	þessi	faveo
umræðu	umræða	nveo
sem	sem	ct
enn	enn	aa
eitt	einn	tfheo
tuðið	tuð	nheog
í	í	af
mönnum	maður	nkfþ
sem	sem	ct
eru	vera	sfg3fn
hvort	hvort	c
sem	sem	c
er	vera	sfg3en
alltaf	alltaf	aa
óánægðir	óánægður	lkfnsf
með	með	af
allt	allur	foheo

Þó	þó	aa
að	að	c
ég	ég	fp1en
hafi	hafa	svg1en
nú	nú	aa
ekki	ekki	aa
starfað	starfa	sþghen
lengi	lengi	aa
sem	sem	c
vísindamaður	vísindamaður	nken
á	á	af
Íslandi	Ísland	nheþ-s
þá	þá	aa
er	vera	sfg3en
nú	nú	aa
samt	samt	aa
að	að	cn
renna	renna	sng
upp	upp	aa
fyrir	fyrir	af
mér	ég	fp1eþ
að	að	c
ástandið	ástand	nheng
er	vera	sfg3en
í	í	af
raun	raun	nveþ
ískyggilegt	ískyggilegur	lhensf
og	og	c
ég	ég	fp1en
tek	taka	sfg1en
heilshugar	heilshugar	aa
undir	undir	af
orð	orð	nhfo
Helgu	Helga	nvee-s
Ö.	Ö.	ks
þar	þar	aa
sem	sem	c
hún	hún	fpven
segir	segja	sfg3en
að	að	c
rannsóknatengt	rannsóknatengdur	lhensf
nám	nám	nhen
í	í	af
lífvísindum	lífvísindi	nhfþ
sé	vera	svg3en
u.þ.b.	u.þ.b.	ks
gjaldþrota	gjaldþrota	lhenof
rétt	rétt	aa
í	í	af
þann	sá	fakeo
mund	mundur	nkeo
sem	sem	ct
það	það	fphen
er	vera	sfg3en
að	að	cn
ná	ná	sng
góðum	góður	lkeþsf
þroska	þroski	nkeþ
.	.	pl

Ég	ég	fp1en
leyfi	leyfa	sfg1en
mér	ég	fp1eþ
að	að	cn
fullyrða	fullyrða	sng
að	að	c
ástandið	ástand	nheng
hér	hér	aa
á	á	af
landi	land	nheþ
er	vera	sfg3en
í	í	af
raun	raun	nveþ
verra	verri	lhenvm
en	en	c
í	í	af
þeim	sá	fahfþ
löndum	land	nhfþ
sem	sem	ct
við	ég	fp1fn
gjarna	gjarna	aa
miðum	miða	sfg1fn
