sérfræðingur	sérfræðingur	nken
HA	HA	n----s
.	.	pl

Hegðun	hegðun	nven
ung-	ungbarn	kt
og	og	c
smábarna	smábarn	nhfe
.	.	pl

Gyða	Gyða	nven-s
Haraldsdóttir	Haraldsdóttir	nven-s
,	,	pk
sálfræðingur	sálfræðingur	nken
MHB	MHB	n----s
.	.	pl

Eðlileg	eðlilegur	lvensf
hegðun	hegðun	nven
barna	barn	nhfe
á	á	af
leikskólaaldri	leikskólaaldur	nkeþ
.	.	pl

Hrönn	Hrönn	nven-s
Pálmadóttir	Pálmadóttir	nven-s
,	,	pk
lektor	lektor	nken
KHÍ	KHÍ	n----s
.	.	pl

Eðlileg	eðlilegur	lvensf
hegðun	hegðun	nven
barna	barn	nhfe
á	á	af
grunnskólaaldri	grunnskólaaldur	nkeþ
.	.	pl

Wilhelm	Wilhelm	nken-s
Norðfjörð	Norðfjörð	nken-s
,	,	pk
sálfræðingur	sálfræðingur	nken
.	.	pl

Helstu	heldri	lvfnve
geðraskanir	geðröskun	nvfn
barna	barn	nhfe
.	.	pl

Ólafur	Ólafur	nken-s
Ó.	Ó.	ks
Guðmundsson	Guðmundsson	nken-s
,	,	pk
yfirlæknir	yfirlæknir	nken
BUGL	BUGL	n----s
.	.	pl

Mat	mat	nhen
á	á	af
hegðunarvanda	hegðunarvandi	nkeþ
-	-	pa
gildi	gildi	nhen
taugasálfræðilegra	taugasálfræðilegur	lhfesf
prófa	próf	nhfe
.	.	pl

Málfríður	Málfríður	nven-s
Lorange	Lorange	nven-s
,	,	pk
sálfræðingur	sálfræðingur	nken
BUGL	BUGL	n----s
.	.	pl

Hegðunar-	hegðunarvandi	kt
og	og	c
tilfinningavandi	tilfinningavandi	nken
hjá	hjá	af
börnum	barn	nhfþ
með	með	af
fötlun	fötlun	nveo
.	.	pl

Solveig	Solveig	nven-s
Sigurðardóttir	Sigurðardóttir	nven-s
,	,	pk
barnalæknir	barnalæknir	nken
Greiningarstöð	greiningarstöð	nveþ-s
.	.	pl

Þjónusta	þjónusta	nven
við	við	af
börn	barn	nhfo
með	með	af
geðraskanir	geðröskun	nvfo
-	-	pa
forvarnir	forvörn	nvfn
til	til	af
framtíðar	framtíð	nvee
.	.	pl

Geir	Geir	nken-s
Gunnlaugsson	Gunnlaugsson	nken-s
,	,	pk
barnalæknir	barnalæknir	nken
og	og	c
forstöðumaður	forstöðumaður	nken
MHB	MHB	n----s

Föstudagur	föstudagur	nken
12.	12.	ta
maí	maí	nken
Atferlisgreining	atferlisgreining	nven
-	-	pa
áhrifaríkar	áhrifaríkur	lvfnsf
leiðir	leið	nvfn
til	til	af
að	að	cn
hjálpa	hjálpa	sng
börnum	barn	nhfþ
að	að	cn
aðlagast	aðlaga	snm
námsumhverfi	námsumhverfi	nheþ
sínu	sinn	feheþ

Dr.	Dr.	ks
Zuilma	Zuilma	n----s
Gabríela	Gabríela	nven-s
Sigurðardóttir	Sigurðardóttir	nven-s
,	,	pk
dósent	dósent	nken
HÍ	HÍ	n----s
.	.	pl

Hugræn	hugrænn	lvensf
atferlismeðferð	atferlismeðferð	nven
-	-	pa
hvenær	hvenær	aa
,	,	pk
hvernig	hvernig	aa
og	og	c
fyrir	fyrir	af
hvern	hver	fokeo
?	?	pl

Dr.	Dr.	ks
Urður	Urður	nven-s
Njarðvík	Njarðvík	nken-s
,	,	pk
sálfræðingur	sálfræðingur	nken
á	á	af
BUGL	BUGL	n----s
og	og	c
stundakennari	stundakennari	nken
HÍ	HÍ	n----s
.	.	pl

PBS	PBS	n----s
-	-	pa
stuðningur	stuðningur	nken
við	við	af
jákvæða	jákvæður	lveosf
hegðun	hegðun	nveo
hjá	hjá	af
börnum	barn	nhfþ
með	með	af
fötlun	fötlun	nveo
.	.	pl

Hrund	Hrund	nven-s
Sigurðardóttir	Sigurðardóttir	nven-s
og	og	c
Þuríður	Þuríður	nven-s
Pétursdóttir	Pétursdóttir	nven-s
,	,	pk
sálfræðingar	sálfræðingur	nkfn
Greiningarstöð	Greiningarstöð	nveþ-s
.	.	pl

Lyfjameðferð	lyfjameðferð	nven
-	-	pa
stuðningur	stuðningur	nken
við	við	af
aðra	annar	foveo
meðferð	meðferð	nveo
.	.	pl

Bertrand	Bertrand	n----s
Lauth	Lauth	n----s
,	,	pk
barnageðlæknir	barnageðlæknir	nken
BUGL	BUGL	n----s
.	.	pl

Fræðsla	fræðsla	nven
og	og	c
þjálfun	þjálfun	nven
fyrir	fyrir	af
foreldra	foreldrar	nkfo

Gylfi	Gylfi	nken-s
Jón	Jón	nken-s
Gylfason	Gylfason	nken-s
,	,	pk
sálfræðingur	sálfræðingur	nken
Fræðsluskrifstofu	Fræðsluskrifstofa	nveþ-s
Reykjanesbæjar	Reykjanesbær	nkee-s
.	.	pl

PMT	PMT	n----s
-	-	pa
foreldraverkfærakassinn	foreldraverkfærakassi	nkeng
.	.	pl

Margrét	Margrét	nven-s
Sigmarsdóttir	Sigmarsdóttir	nven-s
,	,	pk
sálfræðingur	sálfræðingur	nken
Skólaskrifstofu	Skólaskrifstofa	nveþ-s
Hafnarfjarðar	Hafnarfjörður	nkee-s

Ert	vera	sfg2en
þú	þú	fp2en
móðir	móðir	nven
barns	barn	nhee
með	með	af
sérþarfir	sérþörf	nvfo
á	á	af
aldrinum	aldur	nkeþg
0	0	ta
til	til	af
þriggja	þrír	tfhfe
ára	ár	nhfe
?	?	pl

Óskað	óska	sþghen
er	vera	sfg3en
eftir	eftir	af
þátttakendum	þátttakandi	nkfþ
í	í	af
rannsóknina	rannsókn	nveog
Tónræn	tónrænn	lvensf
umönnun	umönnun	nven

Ábyrgðarmaður	ábyrgðarmaður	nken
rannsóknarinnar	rannsókn	nveeg
er	vera	sfg3en
dr.	dr.	ks
Tryggvi	Tryggvi	nken-s
Sigurðsson	Sigurðsson	nken-s
,	,	pk
sálfræðingur	sálfræðingur	nken
og	og	c
sérfræðingur	sérfræðingur	nken
í	í	af
fötlun	fötlun	nveþ
barna	barn	nhfe
.	.	pl

Stjórn	stjórn	nveþ
Sjónarhóls	Sjónarhóll	nkee-s
-	-	pa
ráðgjafarmiðstöðvar	ráðgjafarmiðstöð	nvee
ses	SES	x
er	vera	sfg3en
kunnugt	kunnugur	lhensf
um	um	af
rannsóknina	rannsókn	nveog
.	.	pl

Stjórnin	stjórn	nveng
telur	telja	sfg3en
viðfangsefni	viðfangsefni	nheo
hennar	hún	fpvee
áhugavert	áhugaverður	lheosf
og	og	c
verðugt	verðugur	lheosf
.	.	pl

Ennfremur	ennfremur	aa
telur	telja	sfg3en
stjórnin	stjórn	nveng
að	að	c
þátttaka	þátttaka	nven
í	í	af
rannsókninni	rannsókn	nveþg
geti	geta	svg3en
reynst	reyna	sþmhen
mæðrum	móðir	nvfþ
barna	barn	nhfe
með	með	af
sérþarfir	sérþörf	nvfo
gagnleg	gagnlegur	lvensf
til	til	af
úrvinnslu	úrvinnsla	nvee
á	á	af
erfiðri	erfiður	lveþsf
reynslu	reynsla	nveþ
.	.	pl

Rannsóknin	rannsókn	nveng
hefur	hafa	sfg3en
verið	vera	sþghen
samþykkt	samþykkja	sþgven
af	af	af
Vísindasiðanefnd	Vísindasiðanefnd	nveþ-s
og	og	c
tilkynnt	tilkynna	sþghen
til	til	af
Persónuverndar	Persónuvernd	nvee-s
.	.	pl

Ef	ef	c
þú	þú	fp2en
hefur	hafa	sfg2en
spurningar	spurning	nvfo
um	um	af
rétt	réttur	nkeo
þinn	þinn	fekeo
sem	sem	ct
þátttakandi	þátttakandi	nken
í	í	af
vísindarannsókn	vísindarannsókn	nveþ
eða	eða	c
vilt	vilja	sfg2en
hætta	hætta	sng
þátttöku	þátttaka	nveþ
í	í	af
rannsókninni	rannsókn	nveþg
getur	geta	sfg2en
þú	þú	fp2en
snúið	snúa	sþghen
þér	þú	fp2eþ
til	til	af
Vísindasiðanefndar	Vísindasiðanefnd	nvee-s
,	,	pk
Vegmúla	Vegmúli	nkeþ-s
3	3	ta
,	,	pk
108	108	ta
Reykjavík	Reykjavík	nveþ-s
.	.	pl

Rannsóknin	rannsókn	nveng
er	vera	sfg3en
námsverkefni	námsverkefni	nhen
til	til	af
doktorsprófs	doktorspróf	nhee
í	í	af
músíkþerapíu	músíkþerapía	nveþ
við	við	af
háskólann	háskóli	nkeog
í	í	af
Álaborg	Álaborg	nveþ-s
.	.	pl

Rannsakandi	rannsakandi	nken
er	vera	sfg3en
Valgerður	Valgerður	nven-s
Jónsdóttir	Jónsdóttir	nven-s
,	,	pk
B.M.	B.M.	ks
,	,	pk
M.A.	M.A.	ks
,	,	pk
RMT	RMT	n----s

Meira	mikill	lhenvm
um	um	af
rannsóknina	rannsókn	nveog
...	...	pa

Tónstofa	tónstofa	nven
Valgerðar	Valgerður	nvee-s

Hátúni	Hátún	nheþ-s
12	12	ta
,	,	pk
105	105	ta
Reykjavík	Reykjavík	nveþ-s
www.tonsvj.net	www.tonsvj.net	v

XXI.	xxi.	ta

vornámskeið	vornámskeið	nhen
Greiningar-	greiningarstöð	kt
og	og	c
ráðgjafarstöðvar	ráðgjafarstöð	nvee
ríkisins	ríki	nheeg
,	,	pk
verður	verða	sfg3en
haldið	halda	sþghen
á	á	af
Grand	Grand	n-eþ-s
hóteli	hótel	nheþ
11.	11.	ta
og	og	c
12.	12.	ta
maí	maí	nkeo
2006	2006	ta
.	.	pl

Yfirskriftin	yfirskrift	nveng
er	vera	sfg3en
að	að	af
þessu	þessi	faheþ
sinni	sinn	nheþ
:	:	pa
Hegðun	Hegðun	nven-s
-	-	pa
erfðir	erfð	nvfn
og	og	c
umhverfi	umhverfi	nhen
.	.	pl

Skráning	skráning	nven

Námskeiðið	námskeið	nheng
er	vera	sfg3en
ætlað	ætla	sþghen
leik-	leikskólakennari	kt
og	og	c
grunnskólakennurum	grunnskólakennari	nkfþ
,	,	pk
þroskaþjálfum	þroskaþjálfi	nkfþ
og	og	c
öðrum	annar	fokfþ
,	,	pk
sem	sem	ct
starfa	starfa	sfg3fn
með	með	af
börnum	barn	nhfþ
með	með	af
Williamsheilkenni	Williamsheilkenni	nheo
.	.	pl

Tekið	taka	sþghen
verður	verða	sfg3en
mið	mið	nhen
af	af	af
börnum	barn	nhfþ
á	á	af
aldrinum	aldur	nkeþg
2-12	2-12	ta
ára	ár	nhfe
.	.	pl

Einnig	einnig	aa
ætlað	ætla	sþghen
foreldrum	foreldrar	nkfþ
og	og	c
öðrum	annar	fokfþ
aðstandendum	aðstandandi	nkfþ
.	.	pl

Markmið	markmið	nhen

Efla	efla	sng
skilning	skilningur	nkeo
og	og	c
auka	auka	sng
þekkingu	þekking	nveo
á	á	af
þörfum	þörf	nvfþ
barna	barn	nhfe
með	með	af
Williamsheilkenni	Williamsheilkenni	nheo
.	.	pl

Efla	efla	sng
færni	færni	nveo
og	og	c
þekkingu	þekking	nveo
við	við	af
þjálfun	þjálfun	nveo
og	og	c
kennslu	kennsla	nveo
í	í	af
leik-	leikskóli	kt
og	og	c
grunnskóla	grunnskóli	nkeþ
.	.	pl

Auka	auka	sng
gæði	gæði	nhfo
þeirrar	sá	favee
þjónustu	þjónusta	nvee
sem	sem	ct
börnum	barn	nhfþ
með	með	af
Williamsheilkenni	Williamsheilkenni	nheo
og	og	c
fjölskyldum	fjölskylda	nvfþ
þeirra	það	fphfe
er	vera	sfg3en
veitt	veita	sþgven
.	.	pl

Skapa	skapa	sng
vettvang	vettvangur	nkeo
fyrir	fyrir	af
fólk	fólk	nheo
sem	sem	ct
vinnur	vinna	sfg3en
að	að	af
sambærilegum	sambærilegur	lhfþsf
verkefnum	verkefni	nhfþ
og	og	c
getur	geta	sfg3en
miðlað	miðla	sþghen
sín	sig	fphee
á	á	aa
milli	milli	af
.	.	pl

Efni	efni	nhen
og	og	c
vinnulag	vinnulag	nhen

Fjallað	fjalla	sþghen
verður	verða	sfg3en
um	um	af
heilsufarslega	heilsufarslegur	lkfosf
þætti	þáttur	nkfo
hjá	hjá	af
börnum	barn	nhfþ
með	með	af
Williamsheilkenni	Williamsheilkenni	nheo
,	,	pk
þroskamynstur	þroskamynstur	nheo
og	og	c
þroskaferli	þroskaferli	nheo
,	,	pk
með	með	af
hliðsjón	hliðsjón	nveþ
af	af	af
eðli	eðli	nheþ
fötlunarinnar	fötlun	nveeg
,	,	pk
þróun	þróun	nveþ
hennar	hún	fpvee
og	og	c
horfum	horfa	nvfþ
.	.	pl

Fjallað	fjalla	sþghen
verður	verða	sfg3en
um	um	af
snemmtæka	snemmtækur	lveosf
íhlutun	íhlutun	nveo
og	og	c
helstu	heldri	lkfove
þætti	þáttur	nkfo
sem	sem	ct
þurfa	þurfa	sfg3fn
að	að	cn
koma	koma	sng
við	við	af
sögu	saga	nveo
í	í	af
leikskólanum	leikskóli	nkeþg
og	og	c
heima	heima	aa
,	,	pk
s.s.	s.s.	ks
samvinna	samvinna	nven
,	,	pk
stuðningur	stuðningur	nken
,	,	pk
einstaklingsmiðuð	einstaklingsmiðaður	lvensf
námskrá	námskrá	nven
,	,	pk
örvun	örvun	nven
og	og	c
þjálfun	þjálfun	nven
.	.	pl

Einnig	einnig	aa
verður	verða	sfg3en
fjallað	fjalla	sþghen
um	um	af
hegðun	hegðun	nveo
og	og	c
atferli	atferli	nheo
og	og	c
kynnt	kynna	sþghen
nýstofnað	nýstofnaður	lhensf
foreldrafélag	foreldrafélag	nhen
.	.	pl

Námskeiðið	námskeið	nheng
byggist	byggja	sfm3en
á	á	af
fyrirlestrum	fyrirlestur	nkfþ
,	,	pk
umræðum	umræða	nvfþ
og	og	c
verkefnum	verkefni	nhfþ
í	í	af
hópum	hópur	nkfþ
.	.	pl

Unnið	vinna	sþghen
verður	verða	sfg3en
með	með	af
dæmi	dæmi	nhfo
úr	úr	af
starfi	starf	nheþ
.	.	pl

Skráning	skráning	nven
á	á	af
námskeiðið	námskeið	nheog
er	vera	sfg3en
hér	hér	aa
...	...	pa

Bókasafn	bókasafn	nhen
LSH	LSH	n----s
og	og	c
Greiningarstöð	Greiningarstöð	nven-s
hafa	hafa	sfg3fn
undirritað	undirrita	sþghen
þjónustusamning	þjónustusamningur	nkeo
um	um	af
bókasafns-	bókasafnsþjónusta	kt
og	og	c
upplýsingaþjónustu	upplýsingaþjónusta	nveo
fyrir	fyrir	af
starfsmenn	starfsmaður	nkfo
Greiningarstöðvarinnar	Greiningarstöð	nveegs
.	.	pl

Með	með	af
þessum	þessi	fakeþ
samningi	samningur	nkeþ
verður	verða	sfg3en
aðgangur	aðgangur	nken
starfsmanna	starfsmaður	nkfe
hennar	hún	fpvee
að	að	af
þjónustu	þjónusta	nveþ
og	og	c
gögnum	gagn	nhfþ
Bókasafns	bókasafn	nhee-s
LSH	LSH	n----s
sá	sá	faken
sami	samur	fbken
og	og	c
starfsmanna	starfsmaður	nkfe
LSH	LSH	n----s

Nýtt	nýr	lhensf
námskeið	námskeið	nhen
í	í	af
hegðunarstjórnun	hegðunarstjórnun	nveþ
fyrir	fyrir	af
foreldra	foreldrar	nkfo
barna	barn	nhfe
með	með	af
þroskaraskanir	þroskaröskun	nvfo
,	,	pk
Ráðagóðir	ráðagóður	lkfnsf
foreldrar	foreldrar	nkfn
,	,	pk
verður	verða	sfg3en
haldið	halda	sþghen
á	á	af
Greiningarstöðinni	Greiningarstöð	nveþgs
á	á	af
þriðjudagskvöldum	þriðjudagskvöld	nhfþ
kl.	kl.	ks
20.00	20.00	ta
-	-	m
22.15	22.15	ta
,	,	pk
frá	frá	af
17.	17.	ta
jan	jan.	x
-	-	pa
7.	7.	ta
mars	mars	nkeo
2006	2006	ta
,	,	pk
í	í	af
alls	allur	fohee
6	6	ta
skipti	skipti	nhfo
.	.	pl

Námskeiðið	námskeið	nheng
er	vera	sfg3en
ætlað	ætla	sþghen
foreldrum	foreldrar	nkfþ
og	og	c
nánum	náinn	lkfþsf
aðstandendum	aðstandandi	nkfþ
barna	barn	nhfe
með	með	af
þroskaraskanir	þroskaröskun	nvfo
,	,	pk
á	á	af
aldrinum	aldur	nkeþg
2-12	2-12	ta
ára	ár	nhfe
,	,	pk
sem	sem	ct
hafa	hafa	sfg3fn
notið	njóta	sþghen
þjónustu	þjónusta	nvee
Greiningar-	greiningarstöð	kt
og	og	c
ráðgjafarstöðvar	ráðgjafarstöð	nvee
ríkisins	ríki	nheeg
eða	eða	c
eru	vera	sfg3fn
á	á	af
biðlista	biðlisti	nkeþ
.	.	pl

Börn	barn	nhfn
með	með	af
þroskaraskanir	þroskaröskun	nvfo
eiga	eiga	sfg3fn
meira	mikill	lheovm
á	á	af
hættu	hætta	nveþ
að	að	cn
þróa	þróa	sng
hjá	hjá	af
sér	sig	fphfþ
ýmis	ýmis	fokee
konar	konar	nkee
hegðunarerfiðleika	hegðunarerfiðleiki	nkfo
,	,	pk
sem	sem	ct
gerir	gera	sfg3en
uppeldi	uppeldi	nheo
þeirra	það	fphfe
oft	oft	aa
á	á	af
tíðum	tíð	nvfþ
mjög	mjög	aa
krefjandi	krefjandi	lheoof
.	.	pl

Tilgangur	tilgangur	nken
námskeiðsins	námskeið	nheeg
er	vera	sfg3en
m.a.	m.a.	ks
að	að	cn
styðja	styðja	sng
foreldra	foreldrar	nkfo
í	í	af
uppeldishlutverki	uppeldishlutverk	nheþ
sínu	sinn	feheþ
og	og	c
auka	auka	sng
jákvæð	jákvæður	lhfosf
samskipti	samskipti	nhfo
þeirra	hann	fpkfe
við	við	af
börn	barn	nhfo
sín	sinn	fehfo
.	.	pl

Kenndar	kenna	sþgvfn
verða	verða	sfg3fn
markvissar	markviss	lvfnsf
leiðir	leið	nvfn
til	til	af
árangurs	árangur	nkee
.	.	pl

Námskeiðið	námskeið	nheng
er	vera	sfg3en
í	í	af
umsjón	umsjón	nveþ
Sigurrósar	Sigurrós	nvee-s
Jóhannsdóttir	Jóhannsdóttir	x
sálfræðings	sálfræðingur	nkee
og	og	c
Sigríðar	Sigríður	nvee-s
Lóu	Lóa	nvee-s
Jónsdóttur	Jónsdóttir	nvee-s
sem	sem	ct
er	vera	sfg3en
sálfræðingur	sálfræðingur	nken
og	og	c
sérfræðingur	sérfræðingur	nken
í	í	af
fötlunum	fötlun	nvfþ
barna	barn	nhfe
.	.	pl

Skráning	skráning	nven
og	og	c
nánari	náinn	lvfnvm
upplýsingar	upplýsing	nvfn
eru	vera	sfg3fn
hér	hér	aa
....	....	pa

Caritas	Caritas	n----s
á	á	af
Íslandi	Ísland	nheþ-s
,	,	pk
góðgerðarsamtök	góðgerðarsamtök	nhfn
kaþólsku	kaþólskur	lveevf
kirkjunnar	kirkja	nveeg
,	,	pk
efndu	efna	sfg3fþ
til	til	af
Styrktartónleika	Styrktartónleikar	nkfe-s
í	í	af
þágu	þága	nveþ
fatlaðra	fatlaður	lhfesf
barna	barn	nhfe
,	,	pk
í	í	af
Kristskirkju	Kristskirkja	nveþ-s
við	við	af
Landakot	Landakot	nheo-s
sunnudaginn	sunnudagur	nkeog
20.	20.	ta
nóvember	nóvember	nkeo
og	og	c
voru	vera	sfg3fþ
það	það	fphen
12.	12.	ta
styrktartónleikar	styrktartónleikar	nkfn
Caritas	Caritas	n----s
.	.	pl

Að	að	af
þessu	þessi	faheþ
sinni	sinn	nheþ
var	vera	sfg3eþ
ágóðinn	ágóði	nkeng
ætlaður	ætla	sþgken
Greiningar-	greiningarstöð	kt
og	og	c
ráðgjafarstöð	ráðgjafarstöð	nveþ
ríkisins	ríki	nheeg
.	.	pl

Formaður	formaður	nken
Caitas	Caitas	n----s
á	á	af
Íslandi	Ísland	nheþ-s
Sigríður	Sigríður	nven-s
Ingvarsdóttir	Ingvarsdóttir	nven-s
afhenti	afhenda	sfg3eþ
Stefáni	Stefán	nkeþ-s
Hreiðarssyni	Hreiðarsson	nkeþ-s
forstöðumanni	forstöðumaður	nkeþ
Greiningarstöðvar	Greiningarstöð	nvee-s
650.000	650.000	ta
krónur	króna	nvfo
eða	eða	c
allan	allur	fokeo
ágóða	ágóði	nkeo
tónleikanna	tónleikar	nkfeg
.	.	pl

Við	við	af
það	sá	faheo
tækifæri	tækifæri	nheo
tilkynnti	tilkynna	sfg3eþ
Stefán	Stefán	nken-s
að	að	c
féð	fé	nheng
muni	munu	svg3en
renna	renna	sng
í	í	af
Styrktarsjóð	Styrktarsjóður	nkeo-s
Greiningarstöðvar	Greiningarstöð	nvee-s
sem	sem	ct
stofnaður	stofna	sþgken
var	vera	sfg3eþ
til	til	af
minningar	minning	nvee
um	um	af
Þorstein	Þorsteinn	nkeo-s
Helga	Helgi	nkeo-s
Ásgeirsson	Ásgeirsson	nkeo-s
sem	sem	ct
lést	láta	sfm3eþ
árið	ár	nheog
1995	1995	ta
,	,	pk
þá	þá	aa
tæplega	tæplega	aa
5	5	ta
ára	ár	nhfe
gamall	gamall	lkensf
.	.	pl

Markmið	markmið	nhen
styrktarsjóðsins	styrktarsjóður	nkeeg
er	vera	sfg3en
að	að	cn
styrkja	styrkja	sng
fagfólk	fagfólk	nheo
til	til	af
framhaldsmenntunar	framhaldsmenntun	nvee
og	og	c
rannsóknarstarfa	rannsóknarstarf	nhfe
og	og	c
hefur	hafa	sfg3en
starfsfólk	starfsfólk	nhen
Greiningarstöðvar	Greiningarstöð	nvee-s
forgang	forgangur	nkeo
að	að	af
styrkveitingum	styrkveiting	nvfþ
úr	úr	af
sjóðnum	sjóður	nkeþg
.	.	pl

Caritas	Caritas	n----s
á	á	af
Íslandi	Ísland	nheþ-s
efndi	efna	sfg3eþ
til	til	af
Styrktartónleika	Styrktartónleikar	nkfe-s
í	í	af
þágu	þága	nveþ
fatlaðra	fatlaður	lhfesf
barna	barn	nhfe
,	,	pk
í	í	af
Kristskirkju	Kristskirkja	nveþ-s
við	við	af
Landakot	Landakot	nheo-s
sunnudaginn	sunnudagur	nkeog
20.	20.	ta
nóvember	nóvember	nkeo
kl.	kl.	ks
16	16	ta
.	.	pl

Þetta	þessi	fahen
voru	vera	sfg3fþ
12.	12.	ta
styrktartónleikarnir	styrktartónleikar	nkfng
sem	sem	ct
Caritas	Caritas	n----s
efnir	efna	sfg3en
til	til	aa
,	,	pk
til	til	af
styrktar	styrkt	nvee
góðu	góður	lheþsf
málefni	málefni	nheþ
.	.	pl

Að	að	af
þessu	þessi	faheþ
sinni	sinn	nheþ
mun	munu	sfg3en
allur	allur	foken
ágóði	ágóði	nken
renna	renna	sng
til	til	af
Greiningar-	greiningarstöð	kt
og	og	c
ráðgjafarstöðvar	ráðgjafarstöð	nvee
ríkisins	ríki	nheeg
.	.	pl

Dagskráin	dagskrá	nveng
var	vera	sfg3eþ
einkar	einkar	aa
